Title,Description,Genre1,Genre2,Genre3
Alan Partridge,"Radio DJ Alan Partridge is facing uncertain times with his radio station being taken over by a corporate conglomerate. He makes things worse when he talks down a colleague after a promise to talk him up. The colleague handles things badly and takes the radio station into his own hands, literally, by taking them all hostage. Envisioning all his action heroes in his head, Alan is going to save the day by becoming a go-between for the Scotland Yard. His method though will put himself and others in harm's way because Alan Partridge just can't keep his mouth shut.",Comedy, Crime,
Stephen Tobolowsky's Birthday Party,"On his birthday, actor Stephen Tobolowsky shares a series of personal and professional stories.",Documentary, Comedy, Drama
The Book Thief,"In 1938, the young girl Liesel Meminger is traveling by train with her mother and her younger brother when he dies. Her mother buries the boy in a cemetery by the tracks and Liesel picks up a book, ""The Gravediggers Handbook"", which was left on the grave of her brother and brings it with her. Liesel is delivered to a foster family in a small town and later she learns that her mother left her because she is a communist. Her stepmother, Rosa Hubermann, is a rude but caring woman and her stepfather, Hans Hubermann, is a simple kind-hearted man. Liesel befriends her next door neighbor, the boy Rudy Steiner, and they go together to the school. When Hans discovers that Liesel cannot read, he teaches her using her book and Liesel becomes an obsessed reader. During a Nazi speech where the locals are forced to burn books in a bonfire, Liesel recovers one book for her and the Mayor's wife Ilsa Hermann witnesses her action. Meanwhile Hans hides the Jewish Max Vandenburg, who is the son of a deceased friend that saved his life in the war, in the basement of his house and Liesel becomes his friend. One day, Rosa asks Liesel to deliver laundry to the Mayor and Ilsa invites Liesel to go to her library and tells that she can visit her to read whenever she wants. But in times of war there are many threats and the lives of Liesel, her family and friends will never be the same.",Drama, War,
Evangelion: 3.0 You Can (Not) Redo,"14 years have passed since the near third impact. Most of the world has changed except Shinji Ikari who awakens, unaged in a new and strange environment. Misato has formed a group that has is separate from Nerv. The fight is far from over but the biggest struggle might be against humans and former allies.",Animation, Action, Drama
Fireworks Wednesday,"On the day before their holiday trip to Dubai, a wife who believes her husband is unfaithful enlists the help of Roohi, a young women sent by an agency to clean the house. She asks Roohi to make an appointment and gather information at the salon of the woman she suspects. Roohi is betrothed, innocent of marital discord. Over the course of the day, she, the couple, their small son, the wife's sister and husband, and the beautician engage in a series of exchanges, confrontations, and prevarications. Are the wife's suspicions unwarranted; is her behavior imperiling her marriage? Acts of kindness may go awry. And the trip to Dubai?",Drama, Mystery, Romance
Dragon Ball Z: Lord Slug,"When an asteroid nearly destroys Planet Earth, a space ship emerges from the asteroid and lands on Earth. The new terror is Lord Slug, a nomadic alien who plans to destroy all life on Earth, and the only one who can stop him is Goku!",Animation, Action, Fantasy
Dragon Ball: The Path to Power,"A great retelling of the original Dragonball series, It starts off With Son Goku, meeting Bulma, and then they go off on a Journey to Find the Seven Dragonballs, while running into a lot of trouble on the way. Including the Red Ribbon Army!",Animation, Action, Adventure
"El mismo amor, la misma lluvia","Cuenta la historia de Jorge Pellegrini y Laura Ramallo a lo largo de casi dos décadas. Comienza en 1980 y termina en nuestros días. Cuenta le romance inicial, los posteriores desencuentros, los triunfos, las derrotas individuales... y su reencuentro final usando como telón de fondo los sucesos de la historia argentina de estos años.",Comedy, Drama, Romance
The Journey,"A young man living in a cold southern village in South America, decides to start a trip looking for his father. By doing this he discovers unexpected facts about his latin American essence.",Drama,,
Mr. Peabody & Sherman,"Mr. Peabody is a business titan, inventor, scientist, gourmand, two-time Olympic medalist and genius...who also happens to be a dog. Using his most ingenious invention, the WABAC machine, Mr. Peabody and his adopted boy Sherman hurtle back in time to experience world-changing events first-hand and interact with some of the greatest characters of all time. But when Sherman breaks the rules of time travel, our two heroes find themselves in a race to repair history and save the future, while Mr. Peabody may face his biggest challenge yet - being a parent.",Animation, Adventure, Comedy
Survival Island,"Three people - a rich couple and a crew member - are shipwrecked on a tropical island, and their subsequent fight for survival becomes even tougher when they begin to turn on each other.",Adventure, Drama, Horror
Mulan 2,"Fa Mulan gets the surprise of her young life when her love, Captain (now General) Li Shang asks for her hand in marriage. Before the two can have their happily ever after, the Emperor assigns them a secret mission, to escort three princesses to Qui Gong, China. Mushu is determined to drive a wedge between the couple after he learns that he will lose his guardian job if Mulan marries into the Li family. After the princesses unexpectedly fall in love with the Gang of Three, Mulan decides to help them escape the fate of marrying men they do not love. This contradicts the Emperor's orders and forces him to put Mulan's relationship with Shang into question. They are attacked by Mongolians, and the fate of China hangs in the balance.",Animation, Action, Comedy
The Boxtrolls,"THE BOXTROLLS are a community of quirky, mischievous creatures who have lovingly raised an orphaned human boy named Eggs in the amazing cavernous home they've built beneath the streets of a city called Cheesebridge. The story is about a young orphaned boy raised by underground cave-dwelling trash collectors who tries to save his friends from an evil exterminator, the town's villain, Archibald Snatcher. When Snatcher comes up with a plot to get rid of the Boxtrolls. Eggs decides to venture above ground and ""into the light,"" where he meets and teams up with fabulously feisty Winnie. Together, they devise a daring plan to save The BoxTrolls family. The film is based upon the children's novel 'Here Be Monsters' by Alan Snow.",Animation, Adventure, Comedy
